sys_sch,SystemId,SystemName,SchoolId,SchoolName,Grade14,Achievement14E,Progress14E,Gap14E,Challenge14E,CCRPIScore14E,performance14_1E,performance14_2E,performance14_3E,performance14_4E,performance14_9E,performance14_10E,Achievement13E,Progress13E,Gap13E,Challenge13E,CCRPIScore13E,performance13_1E,performance13_2E,performance13_3E,performance13_4E,Achievement12E,Progress12E,Gap12E,Challenge12E,CCRPIScore12E,performance12_1E,performance12_2E,performance12_3E,performance12_4E,Achievement14H,Progress14H,Gap14H,Challenge14H,CCRPIScore14H,performance14_2H,performance14_3H,performance14_6H,performance14_7H,performance14_11H,performance14_12H,performance14_17H,Achievement13H,Progress13H,Gap13H,Challenge13H,CCRPIScore13H,performance13_2H,performance13_3H,performance13_6H,performance13_7H,Achievement12H,Progress12H,Gap12H,Challenge12H,CCRPIScore12H,performance12_2H,performance12_6H,performance12_7H,Achievement14M,Progress14M,Gap14M,Challenge14M,CCRPIScore14M,performance14_1M,performance14_2M,performance14_3M,performance14_4M,performance14_9M,Achievement13M,Progress13M,Gap13M,Challenge13M,CCRPIScore13M,performance13_1M,performance13_2M,performance13_3M,performance13_4M,Achievement12M,Progress12M,Gap12M,Challenge12M,CCRPIScore12M,performance12_1M,performance12_2M,performance12_3M,performance12_4M,SingleScore14,SingleScore13,SingleScore12,enrollment_count,enroll_percent_asian,enroll_percent_native,enroll_percent_black,enroll_percent_hispanic,enroll_percent_multiracial,enroll_percent_white,enroll_percent_ed,enroll_percent_swd,enroll_percent_lep,Grades,Phone_Number,Street,City,State,Zip_Code,enroll_E_12,enroll_H_12,enroll_M_12,total_enroll12,E_pct_12,M_pct_12,H_pct_12,enroll_E_13,enroll_H_13,enroll_M_13,total_enroll13,E_pct_13,M_pct_13,H_pct_13,enroll_E_14,enroll_H_14,enroll_M_14,total_enroll14,E_pct_14,M_pct_14,H_pct_14,Grade13,Grade12
7374050,737,Tift County,4050,Omega Elementary School,C,45.6,17.1,5,7.5,75.2,90.3,96,80,78.3,48.1,68.9,46.3,18.3,13,5.9,83.5,93.9,98,83.9,81.4,42.3,17.3,3,4.6,67.2,92.4,93.4,86.9,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1999969482422,83.5,67.1999969482422,374,0,0,8,50,2,40,95,7.5,38,K-5,(229) 387-2418,150 College St,Omega,GA,31775,417,,,417,1,,,436,,,436,1,,,395,,,395,1,,,B,D
7374052,737,Tift County,4052,Matt Wilson Elementary School,D,45.8,14.7,2,7.2,69.7,90.6,96,88,75.6,,57.5,48,15.1,6,6.1,75.2,92.5,96.4,90,77.6,42.8,14.7,11,4.5,73,94.8,93,88.4,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6999969482422,75.1999969482422,73,480,1,0,36,13,2,49,95,11.5,5,4-5,(229) 387-2440,510 17Th St W,Tifton,GA,31794,562,,,562,1,,,541,,,541,1,,,519,,,519,1,,,C,C
7375050,737,Tift County,5050,Charles Spencer Elementary School,C,43.7,14.1,8,4.3,70.1,88.8,94.8,81,75.6,,59,45.4,14.7,10,5.7,75.8,88.9,94.6,86,73.2,41.3,14.3,6,2.5,64.1,89.7,91.4,82.6,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0999984741211,75.8000030517578,64.0999984741211,499,1,0,39,20,3,36,95,13.6000003814697,13,4-5,(229) 387-2430,65 Tifton Eldorado Rd,Tifton,GA,31794,619,,,619,1,,,598,,,598,1,,,544,,,544,1,,,C,D
738103,738,Toombs County,103,Toombs County Middle School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,15.3,6,2,66.1,89.6,92.7,78.9,71.4,68.2,43.9,14.9,5,2.3,66.1,88.5,93.7,83.3,71.9,41.7,14.4,6,1.6,63.7,90.4,94.9,77.5,70.1,66.0999984741211,66.0999984741211,63.7000007629395,710,0,1,17,25,3,55,100,15.3999996185303,4,6-8,(912) 526-8363,701 Bulldog Rd,Lyons,GA,30436,,,799,799,,1,,,,782,782,,1,,,,776,776,,1,,D,D
738104,738,Toombs County,104,Lyons Primary School,A,55.7,NA,NA,0.5,93.3,86.2,89.7,91.3,,,,55,,,0,91.7,82.6,91.7,84.8,,54.2,,,0.5,90.8,91.8,94.5,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3000030517578,91.6999969482422,90.8000030517578,490,0,0,25,28,6,40,100,16.1000003814697,19,K-2,(912) 526-8391,298 N Lexington St,Lyons,GA,30436,533,,,533,1,,,543,,,543,1,,,567,,,567,1,,,A,A
738192,738,Toombs County,192,Toombs County High School,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,13.7,5,1.5,58.2,90.9,21,62,68.7,63.8,36.8,70.6,38.5,15.4,5,0.4,59.3,86.6,19.2,64.9,80.6,39.9,15,3.8,2.4,61.1,81.8,73,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2000007629395,59.2999992370605,61.0999984741211,831,0,1,17,22,2,58,100,11.8999996185303,4,9-12,(912) 526-6068,117 E Wesley Ave,Lyons,GA,30436,,800,,800,,,1,,858,,858,,,1,,891,,891,,,1,F,D
738204,738,Toombs County,204,Lyons Upper Elementary,C,46.7,16.3,9,6.3,78.3,87.2,91,90.5,81.3,58.4,49.6,44.6,13.8,9,5.9,73.3,85.6,91.5,82.8,75.3,42.5,15.1,6,4.7,68.3,88.5,89.7,77.3,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3000030517578,73.3000030517578,68.3000030517578,450,0,0,25,25,5,45,100,14.3999996185303,9,3-5,(912) 526-5816,803 S State St,Lyons,GA,30436,511,,,511,1,,,493,,,493,1,,,502,,,502,1,,,C,D
7384050,738,Toombs County,4050,Toombs Central Elementary School,B,49.6,17.8,11,4.7,83.1,89.4,94.1,87.2,86.2,54.7,62.7,46.4,16.3,11,3.3,77,87.7,94.8,82.1,80.2,44,14.1,1,4.1,63.2,88.5,91.1,80.1,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0999984741211,77,63.2000007629395,404,0,0,5,23,1,70,100,10.3999996185303,12,K-5,(912) 565-7781,6287 Us Highway 1 S,Lyons,GA,30436,464,,,464,1,,,504,,,504,1,,,456,,,456,1,,,C,D
739103,739,Towns County,103,Towns County Elementary School,B,52.7,18,11,5,86.7,92.2,98,89.8,91.2,74.6,78.4,51.1,17.9,7,6.6,82.6,93.8,96.4,87.9,87.9,49.9,17.9,10,5.9,83.7,94.1,95.3,88.1,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.6999969482422,82.5999984741211,83.6999969482422,437,0,0,0,4,1,95,62,8.89999961853027,2,K-5,(706) 896-4131,1150 Konahetah Rd,Hiawassee,GA,30546,563,,,563,1,,,533,,,533,1,,,476,,,476,1,,,B,B
739104,739,Towns County,104,Towns County Middle School,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3,18.4,11,5.5,91.2,97.3,98.4,92.6,91,87.8,54.1,17.5,9,4.1,84.7,95,98.2,91.8,88.6,55.8,20.7,13,6.7,96.2,98.9,98.9,95.2,94.1,91.1999969482422,84.6999969482422,96.1999969482422,268,1,0,0,2,1,96,58,10.3999996185303,1,6-8,(706) 896-4131,1400 Highway 76 E,Hiawassee,GA,30546,,,318,318,,1,,,,312,312,,1,,,,286,286,,1,,B,A
739204,739,Towns County,204,Towns County High School,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3,15.1,13.8,5.9,83.1,98.8,54.2,90.7,90.2,46.3,9.5,88.8,47.7,13.3,10,4.3,75.3,94.8,32.9,88.8,87,47.5,17.1,15,5.4,85,89.5,85.4,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0999984741211,75.3000030517578,85,366,0,0,0,2,1,97,51,10.3999996185303,0,9-12,(706) 896-4131,1400 Highway 76 E,Hiawassee,GA,30546,,355,,355,,,1,,370,,370,,,1,,404,,404,,,1,C,B
740113,740,Treutlen County,113,Treutlen Elementary School,C,48.1,14.4,9,4.5,76,88.6,94.7,90.6,82,58.3,58.7,44.6,13.3,4,1.6,63.5,87.4,92.9,87.7,75.5,44.2,14.2,6,3.2,67.6,89.5,92.5,86.4,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,63.5,67.5999984741211,545,1,0,42,1,3,53,100,13,0,K-5,(912) 529-7161,7892 Ga Highway 29,Soperton,GA,30457,613,,,613,1,,,584,,,584,1,,,582,,,582,1,,,D,D
740213,740,Treutlen County,213,Treutlen Middle/High School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,16.1,6.3,4,64.4,83,13.5,66.2,60.7,58.1,32.1,70.5,38.8,15.2,6.3,0.9,61.2,84.1,23.7,72.6,45.3,40.7,16,3.8,1.6,62.1,83.3,83.8,48.8,40.1,12.1,3,1,56.2,87.1,92.9,73.3,63.6,79.3,40.5,12.9,9,1.3,63.7,90,95,73.6,64.3,35.6,12.8,10,0,58.4,85.3,92.1,71.1,67.4,60.7999992370605,62.2999992370605,60.2000007629395,575,0,0,42,2,2,54,100,9.39999961853027,0,6-12,(912) 529-7131,7892 Ga Highway 29,Soperton,GA,30457,,303,307,610,,0.503279983997345,0.496719986200333,,335,285,620,,0.459679991006851,0.540319979190826,,343,272,615,,0.442279994487762,0.557720005512238,D,D
7411052,741,Troup County,1052,LaGrange High School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3,15.8,6.3,0.7,67.1,91.5,40.4,77.1,74.1,58.6,51.4,72.1,44.5,15.7,6.3,1.8,68.3,91.2,40.1,74.3,69.1,45.6,16.3,10,3.7,75.6,89.8,71.3,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0999984741211,68.3000030517578,75.5999984741211,1328,3,0,41,4,3,49,49,7.09999990463257,2,9-12,(706) 883-1590,516 N Greenwood St,Lagrange,GA,30240,,1456,,1456,,,1,,1487,,1487,,,1,,1420,,1420,,,1,D,C
741109,741,Troup County,109,Callaway Elementary School,D,47.1,13.9,5,2,68,90.5,96.7,81.5,76.6,69.5,73.5,49.6,17.6,11,3.7,81.9,92.1,94.6,89.6,80.4,45.7,16,3,4.4,69.1,89.6,93.8,88,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,81.9000015258789,69.0999984741211,653,4,0,41,6,5,44,74,7.19999980926514,6,K-5,(706) 845-2059,2200 Hammett Rd,Lagrange,GA,30241,645,,,645,1,,,646,,,646,1,,,741,,,741,1,,,B,D
741187,741,Troup County,187,West Point Elementary School,D,48,14.2,3,1.8,67,88.3,95.2,82.4,77.7,52.1,67.9,48.7,16.4,7,8,80.1,91.4,96.9,86.4,82.1,48.5,16.6,11,6.7,82.8,94.2,94.3,87.2,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,80.0999984741211,82.8000030517578,376,1,0,69,3,4,24,83,9.60000038146973,2,K-5,(706) 812-7973,1701 E 12Th St,West Point,GA,31833,423,,,423,1,,,411,,,411,1,,,416,,,416,1,,,B,B
741189,741,Troup County,189,Long Cane Elementary School,C,50.3,15.1,3,2.1,70.5,87.7,96.2,82.8,78.2,70.8,80.7,52.9,19.3,10,4.7,86.9,95.5,98.4,91.9,87.8,51.4,18.6,11,6.2,87.2,93,97.8,87.8,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5,86.9000015258789,87.1999969482422,514,1,0,16,3,5,75,51,6.80000019073486,1,K-5,(706) 812-7948,238 Long Cane Rd,Lagrange,GA,30240,543,,,543,1,,,559,,,559,1,,,563,,,563,1,,,B,B
741191,741,Troup County,191,Gardner-Newman Middle School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,14.5,8,1.8,71.8,91.7,95,85.5,80.3,74,46.1,14.4,2,2,64.5,90.7,94.9,86.5,74.6,47.2,15.6,8,3.1,73.9,93.8,96.4,87.6,79,71.8000030517578,64.5,73.9000015258789,1072,2,0,44,4,3,46,64,10.1000003814697,2,6-8,(706) 883-1535,101 S Shannon Dr,Lagrange,GA,30241,,,1088,1088,,1,,,,1173,1173,,1,,,,1162,1162,,1,,D,C
741194,741,Troup County,194,Hollis Hand Elementary School,B,53.2,15.4,11,3.6,83.2,95.6,96.9,93,91.5,82.1,66.2,50.9,16.7,10,4.9,82.5,94.5,97.2,91.7,86.5,51.2,18.7,13,5.4,88.3,93.4,92.5,90.5,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.1999969482422,82.5,88.3000030517578,534,1,1,27,12,3,56,51,9.89999961853027,11,K-5,(706) 883-1580,641 Country Club Rd,Lagrange,GA,30240,533,,,533,1,,,563,,,563,1,,,583,,,583,1,,,B,B
741201,741,Troup County,201,Callaway High School,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,15.2,2.5,1,58.2,86.2,21.7,65.3,64.9,48.5,46.5,67.7,40.1,15.8,6.3,1.1,63.3,81.7,28,67.1,59.8,39.7,15.8,6.3,0.5,62.3,84.2,58.4,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2000007629395,63.2999992370605,62.2999992370605,839,3,0,46,3,3,46,64,7,2,9-12,(706) 845-2070,221 Whitfield Rd,Hogansville,GA,30230,,904,,904,,,1,,867,,867,,,1,,912,,912,,,1,D,D
741204,741,Troup County,204,Callaway Middle School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6,14.1,3,1.1,62.8,91.8,93.8,86.2,70.6,71.9,44.5,14.7,7,5.1,71.3,92.1,95.1,86.5,71.3,40.1,15.7,9,3,67.8,91.1,95.2,83.6,71.9,62.7999992370605,71.3000030517578,67.8000030517578,676,2,0,46,3,3,45,73,8.89999961853027,3,6-8,(706) 845-2080,2244 Hammett Rd,Lagrange,GA,30241,,,729,729,,1,,,,794,794,,1,,,,764,764,,1,,C,D
741205,741,Troup County,205,Franklin Forest Elementary,D,47.6,16.5,2,2.5,68.6,83.8,93.8,79.5,75.8,43.8,62.8,52,20.5,9,4.5,86,91.8,94.1,91.4,84.1,50.5,19,9,5.9,84.4,92,94.4,89.7,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5999984741211,86,84.4000015258789,634,4,0,50,6,5,35,74,9.10000038146973,6,K-5,(706) 845-7556,1 Scholar Ln,Lagrange,GA,30240,528,,,528,1,,,524,,,524,1,,,724,,,724,1,,,B,B
741297,741,Troup County,297,Long Cane Middle School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9,16.2,7,2,74.1,91.1,95,87.9,81.2,77.9,48.7,15.9,4,4.5,73.1,89.9,95.5,86.3,78.2,47.9,15.6,13,5.1,81.6,92.5,95.7,86.7,77.6,74.0999984741211,73.0999984741211,81.5999984741211,1002,1,0,34,3,4,58,63,9.19999980926514,1,6-8,(706) 845-2085,326 Long Cane Rd,Lagrange,GA,30240,,,1034,1034,,1,,,,1060,1060,,1,,,,1062,1062,,1,,C,B
7413050,741,Troup County,3050,Hillcrest Elementary School,B,53.9,15.2,8,4.9,82,92.7,98.2,94.5,85.5,76.9,88.9,53.5,18.7,15,5.4,92.6,95.4,97.7,94.8,92,51,17.1,7,4.6,79.7,95.7,95.7,87.6,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,92.5999984741211,79.6999969482422,376,2,0,19,5,3,70,58,8.80000019073486,2,K-5,(706) 812-7940,3116 New Franklin Rd,Lagrange,GA,30240,416,,,416,1,,,422,,,422,1,,,418,,,418,1,,,A,C
741387,741,Troup County,387,Troup County High School,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,16,7.5,2.1,68.1,86.3,33.6,79.9,66,54.1,45.7,72.4,42.6,16.5,8.7,1.9,69.7,79.6,29.3,79.7,59.9,42.5,17,10,2.9,72.4,80.1,76.5,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0999984741211,69.6999969482422,72.4000015258789,1322,1,0,34,3,4,58,57,8.69999980926514,0,9-12,(706) 812-7957,1920 Hamilton Rd,Lagrange,GA,30241,,1393,,1393,,,1,,1363,,1363,,,1,,1397,,1397,,,1,D,C
741397,741,Troup County,397,Hogansville Elementary School,C,47.8,16.7,3,4.1,71.6,89.4,94.7,79.4,77.6,51.9,72.1,45.3,16.2,7,5.8,74.3,85.8,95.5,83.2,77.3,47.6,15.3,6,8.9,77.8,93.7,92.5,83,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5999984741211,74.3000030517578,77.8000030517578,406,0,0,33,4,5,58,83,8.60000038146973,3,K-5,(706) 812-7990,611 E Main St,Hogansville,GA,30230,432,,,432,1,,,452,,,452,1,,,468,,,468,1,,,C,C
7414050,741,Troup County,4050,Mountville Elementary School,C,46.4,19.9,7,5.1,78.4,89,94.5,85.8,83.5,46.2,65.2,47.6,17.2,5,5.2,75,93.8,93.8,76.4,78.8,44.6,16,4,5.9,70.5,93.7,93.7,88.6,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4000015258789,75,70.5,291,1,0,50,2,3,43,75,6.19999980926514,1,K-5,(706) 812-7951,4117 Greenville Rd,Lagrange,GA,30241,369,,,369,1,,,435,,,435,1,,,301,,,301,1,,,C,C
741497,741,Troup County,497,Whitesville Road Elementary School,F,38.6,16.6,2,0,57.2,84.2,90.8,78.9,66.2,45.2,39.8,40.9,19.6,15,3.4,78.9,86.3,90,82,67,36,14.6,0,0.5,51.1,81.2,85.1,66.8,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2000007629395,78.9000015258789,51.0999984741211,586,1,1,72,7,5,15,93,7.80000019073486,5,K-5,(706) 812-7968,1700 Whitesville Rd,Lagrange,GA,30240,500,,,500,1,,,499,,,499,1,,,685,,,685,1,,,C,F
7415050,741,Troup County,5050,Rosemont Elementary School,A,56.6,17.8,13,5.9,93.3,97.3,99.2,95.3,92.9,86.1,86.6,55.9,18.3,13,2.9,90.1,98.4,99.2,95.1,94.3,54.1,19,10,4.3,87.4,97.9,98.3,95.3,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3000030517578,90.0999984741211,87.4000015258789,558,2,0,9,3,2,84,53,11.5,1,K-5,(706) 812-7954,4679 Hamilton Rd,Lagrange,GA,30241,560,,,560,1,,,583,,,583,1,,,600,,,600,1,,,A,B
7415052,741,Troup County,5052,Berta Weathersbee Elementary School,D,43.6,16.8,0,2.3,62.7,86,89,76.8,75.6,44.6,53.6,46.5,18.5,13,6.1,84.1,88,95.6,81.6,77.1,40.4,16,6,2.3,64.7,85.5,88,76.6,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7000007629395,84.0999984741211,64.6999969482422,341,0,0,77,4,5,14,95,4.69999980926514,1,K-5,(706) 883-1570,1200 Forrest Ave,Lagrange,GA,30240,391,,,391,1,,,376,,,376,1,,,359,,,359,1,,,B,D
741597,741,Troup County,597,Ethel Kight Magnet Elementary School,D,46.1,16.2,2,3.2,67.5,90.9,93.3,82.3,76,47.1,62.1,51.4,18.5,6,6.3,82.2,90.5,94.3,88.2,88.2,48.9,17.6,11,7,84.5,94.5,96,88.6,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,82.1999969482422,84.5,595,3,0,54,8,4,31,77,7.09999990463257,8,K-5,(706) 812-7943,80 N Kight Dr,Lagrange,GA,30240,531,,,531,1,,,539,,,539,1,,,686,,,686,1,,,B,B
742190,742,Turner County,190,Turner County Middle School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,15.7,11,3,72.2,90.1,93.7,80.1,69.9,59.2,36.7,14,8,0,58.7,85.5,88.9,74.6,61.5,39.3,15,2,0,56.3,87.4,89.7,74.8,60.1,72.1999969482422,58.7000007629395,56.2999992370605,337,1,0,55,6,1,36,96,12.8000001907349,3,6-8,(229) 567-4343,316 Lamar St,Ashburn,GA,31714,,,386,386,,1,,,,386,386,,1,,,,353,353,,1,,F,F
742196,742,Turner County,196,Turner County Elementary School,C,43,16,8,7.2,74.2,86.6,94.9,82.9,75,50.5,50.5,42.4,14.8,10,4.3,71.5,87.6,92.3,81.7,71.5,41.2,13.4,3,2.8,60.4,87.9,89.1,77.9,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.1999969482422,71.5,60.4000015258789,639,1,0,55,8,3,33,96,13.3000001907349,5,K-5,(229) 567-2461,705 Hudson Ave,Ashburn,GA,31714,740,,,740,1,,,736,,,736,1,,,676,,,676,1,,,C,D
7423050,742,Turner County,3050,Turner County High School,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,16.6,6.3,6.4,75,98.6,43.3,48.5,90.4,64.5,61.1,94.9,42.8,16.6,5,3.2,67.6,81,19.8,78.2,69.1,44.2,16.5,15,5.9,81.6,91,73.3,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,67.5999984741211,81.5999984741211,381,0,0,56,4,1,39,96,14.3999996185303,1,9-12,(229) 567-4377,316 Lamar St,Ashburn,GA,31714,,381,,381,,,1,,408,,408,,,1,,396,,396,,,1,D,B
743107,743,Twiggs County,107,Jeffersonville Elementary,D,35.1,15.4,9,2,61.5,78.4,92.2,60.3,69,44.7,,33.6,15.2,8,0,56.8,71.8,81.2,59.8,68.8,35.3,14.8,2,0.5,52.6,72.5,77.5,64.5,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5,56.7999992370605,52.5999984741211,335,0,0,60,1,2,37,94,8.10000038146973,1,K-4,(478) 945-3127,675 Bullard Rd,Jeffersonville,GA,31044,379,,,379,1,,,404,,,404,1,,,366,,,366,1,,,F,F
743201,743,Twiggs County,201,Twiggs County High School,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,11.7,11.3,1.3,57.9,80.6,29.3,46.7,41.9,40.6,28.6,54,30.2,11.5,5,1.6,48.3,58.7,6.9,36.4,20.4,31.5,13.6,5,0,50.1,65.7,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9000015258789,48.2999992370605,50.0999984741211,242,0,0,68,0,2,30,94,16.5,0,9-12,(478) 945-3112,375 Watson Dr,Jeffersonville,GA,31044,,301,,301,,,1,,292,,292,,,1,,266,,266,,,1,F,F
743207,743,Twiggs County,207,Twiggs Middle School,D,37.8,13.6,6,0.5,57.9,83.3,89.4,81.8,71.2,,51.6,34.5,15.3,4,0.5,54.3,86.9,88.5,80.3,58.3,40.5,18.1,10,2.5,71.1,83.9,85.5,73,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,14.6,7,0.5,62.7,89.1,91.8,79.8,62.9,66.2,38,15.8,9,0,62.8,86.1,90.9,80.1,58.2,36.2,16.2,10,1.5,63.9,86.8,91.5,68.1,53,61.5,60.7000007629395,65.6999969482422,268,0,0,60,0,3,37,94,14.6000003814697,0,5-8,(478) 945-3113,375 Watson Dr,Jeffersonville,GA,31044,69,,213,282,0.244680002331734,0.755320012569427,,70,,216,286,0.244760006666183,0.755240023136139,,74,,227,301,0.245849996805191,0.754149973392487,,D,D
744101,744,Union County,101,Union County High School,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6,16.6,12.5,5.3,84,93.2,53,87.4,83.5,54,39.3,91,49.7,16.7,11.3,5.1,82.8,93.8,43.3,83.8,84.3,48.5,15.9,11.3,3.8,79.5,97,88.2,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,82.8000030517578,79.5,754,0,0,0,3,1,95,54,14.6999998092651,1,9-12,(706) 745-2216,153 Panther Cir,Blairsville,GA,30512,,757,,757,,,1,,777,,777,,,1,,800,,800,,,1,B,C
744103,744,Union County,103,Union County Elementary School,A,56.6,15.7,13,7.3,92.6,99.1,100,97.8,94.6,89.7,85.9,56.6,17.3,14,7,94.9,99.1,98.9,97.6,96.7,54.3,18,12,6.3,90.6,98.6,99.5,95.7,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5999984741211,94.9000015258789,90.5999984741211,573,0,0,0,3,2,94,64,14,2,3-5,(706) 745-9615,165 Elementary Way,Blairsville,GA,30512,632,,,632,1,,,611,,,611,1,,,616,,,616,1,,,A,A
7441050,744,Union County,1050,Union County Primary School,A,59.2,NA,NA,0.5,99.2,99.4,100,96.9,,,,50.5,,,0.5,84.7,99.4,100,96.9,,58.7,,,0.5,98.3,99.3,100,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1999969482422,84.6999969482422,98.3000030517578,625,0,0,0,4,2,93,64,10.1000003814697,2,K-2,(706) 745-5450,592 School Cir,Blairsville,GA,30512,600,,,600,1,,,627,,,627,1,,,665,,,665,1,,,B,A
744108,744,Union County,108,Union County Middle School,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1,17,12,6.6,88.7,97.6,98.7,96,93.7,90.6,55.1,17.8,13,7.2,93.1,98.6,99,97.4,91.1,50.6,18.2,13,6.1,87.9,96.1,97.5,91.8,88.2,88.6999969482422,93.0999984741211,87.9000015258789,643,1,0,1,3,2,94,57,14.5,2,6-8,(706) 745-2483,367 Wellborn St,Blairsville,GA,30512,,,660,660,,1,,,,679,679,,1,,,,679,679,,1,,A,B
7443050,744,Union County,3050,Woody Gap High/Elementary School,B,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,48.4,18.4,NA,10,88.6,93.8,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,51.8,18.7,,0,82.9,100,100,100,86.7,47.6,16.8,,0,75.8,94.7,94.7,78.9,100,88.5999984741211,18.5,19.3999996185303,76,1,1,0,8,4,86,71,10.5,0,K-12,(706) 747-2401,2331 State Highway 60,Suches,GA,30572,40,30,24,94,0.425529986619949,0.255320012569427,0.319150000810623,35,31,19,85,0.411760002374649,0.223529994487762,0.364710003137589,35,33,19,87,0.402300000190735,0.218390002846718,0.379310011863708,F,F
